review_id,user_id,movie_id,rating,review_date,device_type,is_verified_watch,helpful_votes,total_votes,review_text,sentiment,sentiment_score
73,173,403,4,2025-11-09,Tablet,1,6.0,7.0,Amazing show! Couldn't stop watching.,positive,0.744
74,7479,560,5,2025-02-15,Mobile,1,5.0,5.0,Brilliant performance by the cast. Must watch!,positive,0.955
75,481,196,3,2025-09-20,Tablet,1,2.0,6.0,Average movie. Some good moments.,neutral,0.409
76,9264,249,4,2025-12-01,Tablet,1,4.0,4.0,Incredible story telling. Kept me engaged throughout.,positive,0.85
77,2997,796,4,2025-12-14,Laptop,1,8.0,8.0,Fantastic cinematography and plot twists.,positive,0.73
78,8701,135,4,2024-09-02,Smart TV,1,2.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.752
79,3228,742,5,2025-11-06,Mobile,1,3.0,6.0,Brilliant performance by the cast. Must watch!,positive,
80,9445,370,3,2024-01-26,Tablet,1,3.0,5.0,Okay for a one-time watch.,neutral,0.444
81,8058,744,3,2025-03-04,Laptop,0,6.0,6.0,Could have been better.,neutral,0.436
82,9883,974,5,2024-10-21,Laptop,1,4.0,6.0,Fantastic cinematography and plot twists.,positive,0.756
83,9933,799,5,2024-05-03,Mobile,1,4.0,7.0,Perfect blend of drama and action.,positive,0.877
84,7218,585,4,2024-03-10,Laptop,1,2.0,5.0,This series is a masterpiece!,positive,0.697
85,4915,269,3,2024-10-09,Tablet,0,1.0,6.0,Decent watch but forgettable.,neutral,0.529
86,1912,886,4,2024-01-04,Laptop,1,4.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.642
87,7073,99,3,2024-04-13,Laptop,1,4.0,4.0,It was okay. Nothing special.,neutral,0.406
88,7421,838,1,2025-05-16,Mobile,1,1.0,8.0,Waste of time. Poor character development.,negative,0.054
89,7105,452,3,2025-08-20,Smart TV,1,3.0,9.0,Has its moments but overall average.,neutral,0.573
90,1949,477,3,2025-08-02,Mobile,1,3.0,4.0,It's fine for background watching.,neutral,0.544
91,6275,515,3,2025-08-25,Smart TV,0,2.0,6.0,Decent watch but forgettable.,neutral,0.51
92,4691,863,3,2024-04-18,Smart TV,0,,,Not bad but not great either.,neutral,0.553
93,2294,754,3,2024-04-15,Smart TV,1,5.0,7.0,Decent watch but forgettable.,neutral,0.509
94,8929,893,4,2024-09-27,Tablet,1,,,Brilliant performance by the cast. Must watch!,positive,0.682
95,4609,69,5,2024-02-23,Laptop,1,3.0,4.0,Absolutely loved this movie. Great acting and storyline.,positive,0.995
96,5543,227,4,2024-07-28,Tablet,1,1.0,5.0,This series is a masterpiece!,positive,0.852
97,8873,185,3,2024-05-30,Tablet,1,5.0,5.0,Could have been better.,neutral,0.5
98,8206,831,5,2025-05-29,Smart TV,1,4.0,6.0,,positive,0.774
99,4975,269,4,2024-03-21,Laptop,0,,,Outstanding direction and screenplay.,positive,0.714
100,7998,317,4,2025-08-13,Tablet,1,0.0,2.0,Brilliant performance by the cast. Must watch!,positive,0.969
101,7622,840,5,2025-11-11,Smart TV,0,4.0,4.0,Perfect blend of drama and action.,positive,0.751
102,1429,933,5,2025-11-08,Mobile,0,1.0,4.0,Brilliant performance by the cast. Must watch!,positive,0.763
103,7383,891,4,2025-12-10,Laptop,1,3.0,3.0,This movie exceeded my expectations.,positive,0.899
104,3875,576,3,2025-04-18,Smart TV,1,1.0,3.0,Okay for a one-time watch.,neutral,
105,760,758,4,2025-04-22,Smart TV,1,0.0,8.0,Fantastic cinematography and plot twists.,positive,0.629
106,7528,879,3,2024-04-07,Tablet,1,4.0,10.0,Mixed feelings about this one.,neutral,0.549
107,6798,80,3,2024-02-14,Mobile,1,6.0,6.0,Average movie. Some good moments.,neutral,0.521
108,2404,135,1,2024-07-17,Tablet,1,2.0,7.0,,negative,0.012
109,9239,524,4,2025-12-11,Mobile,1,,,Perfect blend of drama and action.,positive,0.958
110,3411,372,4,2024-05-08,Tablet,1,1.0,3.0,Outstanding direction and screenplay.,positive,0.615
111,6444,842,3,2024-08-21,Smart TV,1,3.0,8.0,Okay for a one-time watch.,neutral,0.563
112,6705,820,4,2024-05-20,Smart TV,1,1.0,7.0,Incredible story telling. Kept me engaged throughout.,positive,0.783
113,2497,421,2,2024-04-19,Laptop,1,3.0,6.0,Not worth the time. Very predictable.,negative,0.128
114,2664,806,3,2025-01-12,Smart TV,1,3.0,3.0,Not bad but not great either.,neutral,0.583
115,1457,630,4,2025-01-31,Smart TV,1,3.0,7.0,Amazing show! Couldn't stop watching.,positive,0.653
116,4065,666,5,2025-02-05,Tablet,1,6.0,6.0,Outstanding direction and screenplay.,positive,0.756
117,6724,34,5,2025-10-11,Mobile,1,,,Fantastic cinematography and plot twists.,positive,0.726
118,828,628,5,2025-11-04,Laptop,1,2.0,10.0,Fantastic cinematography and plot twists.,positive,0.852
119,7441,202,5,2024-01-02,Tablet,1,5.0,5.0,This series is a masterpiece!,positive,0.77
120,7651,959,5,2025-11-13,Tablet,1,,,Brilliant performance by the cast. Must watch!,positive,0.694
121,6510,642,4,2025-05-24,Tablet,0,3.0,4.0,Amazing show! Couldn't stop watching.,positive,0.923
122,6401,898,4,2025-05-10,Tablet,1,3.0,3.0,Fantastic cinematography and plot twists.,positive,0.859
123,4570,839,5,2024-10-11,Tablet,1,3.0,9.0,Outstanding direction and screenplay.,positive,0.837
124,236,946,2,2025-07-31,Mobile,0,1.0,8.0,Waste of time. Poor character development.,negative,0.277
125,111,725,4,2024-03-26,Mobile,1,2.0,5.0,One of the best series I've ever watched. Highly recommend!,positive,0.711
126,3861,923,4,2025-02-01,Tablet,1,2.0,10.0,This series is a masterpiece!,positive,0.737
127,2135,853,4,2024-08-29,Smart TV,1,3.0,10.0,Brilliant performance by the cast. Must watch!,positive,0.97
128,6065,199,2,2024-12-17,Laptop,1,1.0,9.0,Not my cup of tea. Too violent.,negative,0.073
129,1987,499,5,2025-05-29,Laptop,1,3.0,7.0,One of the best series I've ever watched. Highly recommend!,positive,0.695
130,6151,405,5,2024-12-13,Smart TV,1,1.0,2.0,Brilliant performance by the cast. Must watch!,positive,0.704
131,2744,149,5,2024-08-16,Mobile,1,4.0,4.0,This movie exceeded my expectations.,positive,
132,3633,337,5,2025-03-09,Smart TV,1,4.0,8.0,Incredible story telling. Kept me engaged throughout.,positive,0.682
133,6459,413,2,2025-08-13,Tablet,1,1.0,5.0,Not my cup of tea. Too violent.,negative,
134,1126,985,3,2025-11-09,Laptop,0,3.0,3.0,Okay for a one-time watch.,neutral,
135,1649,396,3,2025-06-23,Tablet,1,2.0,7.0,Could have been better.,neutral,0.466
136,5813,424,4,2025-05-01,Smart TV,1,4.0,6.0,This movie exceeded my expectations.,positive,0.633
137,7976,212,2,2024-03-13,Smart TV,1,3.0,3.0,Terrible script and direction.,negative,0.077
138,9403,25,2,2025-11-01,Smart TV,1,7.0,7.0,Waste of time. Poor character development.,negative,0.253
139,4098,173,3,2024-05-10,Laptop,0,0.0,4.0,Not bad but not great either.,neutral,0.448
140,6736,811,3,2025-03-24,Smart TV,1,5.0,8.0,Has its moments but overall average.,neutral,0.406
141,6083,305,3,2025-12-12,Smart TV,1,3.0,3.0,Average movie. Some good moments.,neutral,0.477
142,1937,536,3,2025-08-09,Smart TV,1,3.0,4.0,It's fine for background watching.,neutral,0.455
143,5093,395,3,2024-09-16,Smart TV,1,3.0,6.0,,neutral,0.52
144,6685,622,4,2024-06-23,Smart TV,1,1.0,5.0,Fantastic cinematography and plot twists.,positive,0.834
145,7884,47,5,2025-06-03,Smart TV,1,3.0,7.0,This movie exceeded my expectations.,positive,0.873
146,5402,896,3,2025-08-26,Tablet,1,4.0,6.0,Not bad but not great either.,neutral,
147,456,465,3,2024-10-08,Tablet,1,,,Mixed feelings about this one.,neutral,0.474
148,9136,950,4,2024-01-19,Mobile,1,3.0,8.0,Brilliant performance by the cast. Must watch!,positive,0.695
149,7586,336,5,2024-09-16,Laptop,1,1.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,0.847
150,4022,604,3,2024-09-15,Laptop,1,,,Okay for a one-time watch.,neutral,0.437
151,1423,276,2,2025-07-10,Smart TV,1,4.0,4.0,Not my cup of tea. Too violent.,negative,0.259
152,2285,891,5,2025-03-28,Tablet,1,1.0,10.0,Brilliant performance by the cast. Must watch!,positive,0.737
153,3696,596,3,2024-05-16,Laptop,1,2.0,8.0,Mixed feelings about this one.,neutral,0.566
154,5713,822,4,2024-02-18,Tablet,1,,,Brilliant performance by the cast. Must watch!,positive,0.886
155,2777,157,4,2024-03-29,Tablet,1,3.0,3.0,One of the best series I've ever watched. Highly recommend!,positive,0.872
156,5872,702,1,2025-08-08,Tablet,1,5.0,5.0,Waste of time. Poor character development.,negative,0.201
157,392,127,1,2025-07-31,Smart TV,0,2.0,4.0,Confusing plot. Hard to follow.,negative,0.103
158,6474,860,3,2025-10-20,Mobile,1,3.0,7.0,Has its moments but overall average.,neutral,0.582
159,3281,377,3,2024-02-02,Smart TV,0,3.0,5.0,Watchable but predictable.,neutral,0.53
160,6977,215,4,2025-06-21,Laptop,0,1.0,3.0,This series is a masterpiece!,positive,0.857
161,668,968,3,2025-10-06,Mobile,1,,,Not bad but not great either.,neutral,0.561
162,9831,805,4,2024-11-09,Tablet,0,2.0,6.0,Fantastic cinematography and plot twists.,positive,0.603
163,8314,373,5,2024-11-12,Laptop,1,4.0,6.0,This movie exceeded my expectations.,positive,0.991
164,268,770,5,2025-02-11,Mobile,1,7.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.67
165,7850,611,3,2025-04-13,Mobile,1,5.0,5.0,Okay for a one-time watch.,neutral,0.472
166,7728,666,4,2024-12-19,Laptop,1,3.0,10.0,Brilliant performance by the cast. Must watch!,positive,0.838
167,1955,932,5,2025-04-26,Laptop,0,4.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.692
168,3911,722,3,2025-06-11,Mobile,1,2.0,6.0,Decent watch but forgettable.,neutral,0.492
169,9709,835,5,2024-01-26,Laptop,1,4.0,4.0,Amazing show! Couldn't stop watching.,positive,0.845
170,5545,263,2,2024-11-23,Tablet,1,3.0,9.0,Overhyped. Didn't live up to expectations.,negative,0.172
171,475,461,4,2025-12-02,Smart TV,1,4.0,4.0,This series is a masterpiece!,positive,0.938
172,4889,273,3,2024-11-21,Mobile,0,,,Watchable but predictable.,neutral,0.546
173,6663,393,2,2025-09-13,Tablet,1,1.0,5.0,Confusing plot. Hard to follow.,negative,
174,2462,888,4,2024-04-29,Laptop,1,,,Fantastic cinematography and plot twists.,positive,0.889
175,8623,777,4,2024-05-13,Mobile,0,6.0,8.0,Amazing show! Couldn't stop watching.,positive,
176,6815,893,3,2025-03-30,Smart TV,1,2.0,2.0,Decent watch but forgettable.,neutral,0.556
177,8507,622,4,2024-06-16,Tablet,1,5.0,5.0,,positive,0.956
178,1862,154,3,2024-09-30,Mobile,1,3.0,7.0,Average movie. Some good moments.,neutral,0.428
179,1053,898,4,2024-02-22,Tablet,1,0.0,4.0,Incredible story telling. Kept me engaged throughout.,positive,
180,1389,108,3,2025-08-31,Laptop,1,8.0,9.0,Watchable but predictable.,neutral,0.539
181,1854,657,3,2024-11-16,Mobile,1,1.0,4.0,It was okay. Nothing special.,neutral,0.59
182,2813,447,5,2024-04-18,Mobile,1,2.0,4.0,This series is a masterpiece!,positive,0.979
183,5712,405,5,2024-05-07,Smart TV,1,3.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,
184,302,403,3,2024-07-20,Mobile,1,2.0,3.0,Has its moments but overall average.,neutral,0.433
185,9643,109,3,2024-10-01,Tablet,1,,,It's fine for background watching.,neutral,0.6
186,1712,32,3,2025-04-15,Tablet,0,1.0,7.0,Watchable but predictable.,neutral,0.55
187,5848,584,5,2024-10-23,Tablet,1,3.0,10.0,Brilliant performance by the cast. Must watch!,positive,0.88
188,3627,678,4,2024-04-16,Tablet,1,2.0,8.0,This series is a masterpiece!,positive,0.763
189,6466,820,2,2024-04-21,Smart TV,1,5.0,5.0,Disappointing. Expected much more.,negative,0.156
190,6417,591,4,2024-02-13,Tablet,0,,,Fantastic cinematography and plot twists.,positive,0.839
191,1879,487,4,2025-07-17,Laptop,1,1.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.894
192,170,835,1,2025-02-28,Mobile,1,2.0,4.0,Poor acting and weak plot.,negative,0.319
193,1413,619,5,2025-12-25,Smart TV,0,4.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.839
194,2654,23,2,2025-01-21,Tablet,1,6.0,6.0,Not my cup of tea. Too violent.,negative,0.341
195,4233,462,3,2024-04-15,Smart TV,1,4.0,7.0,Could have been better.,neutral,0.498
196,2064,972,4,2025-07-12,Laptop,1,5.0,7.0,One of the best series I've ever watched. Highly recommend!,positive,0.97
197,1626,174,3,2025-03-25,Laptop,1,4.0,6.0,Mixed feelings about this one.,neutral,0.464
198,3654,422,2,2024-12-21,Tablet,1,1.0,7.0,Slow paced and boring.,negative,0.382
199,1605,729,4,2025-12-21,Tablet,1,3.0,5.0,This series is a masterpiece!,positive,0.725
200,4288,775,3,2024-10-26,Tablet,1,2.0,2.0,Watchable but predictable.,neutral,0.483
201,1565,900,4,2024-01-05,Tablet,1,4.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.983
202,634,9,2,2025-03-10,Smart TV,0,2.0,4.0,Poor acting and weak plot.,negative,0.091
203,6265,823,2,2024-07-04,Mobile,1,1.0,7.0,Slow paced and boring.,negative,0.075
204,4235,469,5,2024-03-19,Mobile,1,,,Incredible story telling. Kept me engaged throughout.,positive,0.932
205,4406,106,4,2024-09-17,Mobile,1,,,Amazing show! Couldn't stop watching.,positive,0.856
206,2714,938,5,2024-07-02,Tablet,0,6.0,6.0,Perfect blend of drama and action.,positive,0.912
207,1990,12,4,2025-05-29,Laptop,1,2.0,3.0,Perfect blend of drama and action.,positive,0.776
208,2054,60,1,2024-04-03,Laptop,1,3.0,5.0,Disappointing. Expected much more.,negative,0.336
209,2805,643,2,2024-06-23,Mobile,0,5.0,5.0,,negative,
210,8212,497,5,2024-07-30,Smart TV,1,3.0,5.0,This series is a masterpiece!,positive,0.816
211,7757,797,5,2025-11-26,Tablet,1,3.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,0.87
212,2620,922,4,2024-07-06,Smart TV,1,0.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.81
213,6462,236,3,2024-09-23,Mobile,1,3.0,5.0,,neutral,0.538
214,3872,468,4,2024-04-26,Smart TV,1,1.0,4.0,Amazing show! Couldn't stop watching.,positive,0.625
215,2136,514,3,2025-08-27,Mobile,1,0.0,6.0,It was okay. Nothing special.,neutral,
216,2419,666,3,2024-11-25,Smart TV,1,6.0,6.0,It's fine for background watching.,neutral,0.553
217,5568,326,5,2024-08-19,Tablet,0,,,Absolutely loved this movie. Great acting and storyline.,positive,0.839
218,9710,435,5,2024-12-10,Tablet,1,1.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.728
219,5200,129,3,2024-08-22,Laptop,1,4.0,5.0,Decent watch but forgettable.,neutral,0.548
220,2422,614,2,2025-05-30,Laptop,1,5.0,5.0,Confusing plot. Hard to follow.,negative,0.293
221,8134,914,5,2025-05-17,Tablet,1,3.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,0.958
222,5851,176,5,2024-08-01,Mobile,1,,,Outstanding direction and screenplay.,positive,0.997
223,4092,96,4,2025-12-22,Tablet,0,2.0,6.0,Fantastic cinematography and plot twists.,positive,0.774
224,4104,15,1,2024-07-11,Laptop,1,2.0,8.0,Not worth the time. Very predictable.,negative,
225,9009,759,3,2024-09-18,Laptop,0,1.0,8.0,Mixed feelings about this one.,neutral,
226,9367,468,4,2025-10-30,Laptop,1,3.0,4.0,Amazing show! Couldn't stop watching.,positive,0.702
227,6286,345,4,2024-01-16,Mobile,1,2.0,5.0,This series is a masterpiece!,positive,0.884
228,2089,992,4,2024-03-02,Smart TV,1,1.0,5.0,This series is a masterpiece!,positive,0.769
229,9688,696,5,2024-02-20,Mobile,1,,,This movie exceeded my expectations.,positive,0.8
230,9661,758,2,2025-08-10,Mobile,1,2.0,4.0,Not my cup of tea. Too violent.,negative,0.329
231,4299,756,4,2024-08-25,Smart TV,1,2.0,4.0,Fantastic cinematography and plot twists.,positive,0.705
232,7172,499,5,2025-05-17,Tablet,1,0.0,2.0,Amazing show! Couldn't stop watching.,positive,0.705
233,4487,708,4,2025-01-06,Smart TV,1,3.0,4.0,This movie exceeded my expectations.,positive,0.624
234,6435,302,4,2025-09-06,Smart TV,1,3.0,3.0,Fantastic cinematography and plot twists.,positive,0.758
235,1993,335,3,2024-09-17,Tablet,1,1.0,3.0,Mixed feelings about this one.,neutral,0.58
236,582,964,3,2025-01-11,Mobile,1,,,Decent watch but forgettable.,neutral,0.422
237,7928,234,5,2024-12-27,Tablet,1,4.0,4.0,Absolutely loved this movie. Great acting and storyline.,positive,0.982
238,6449,724,3,2025-04-25,Mobile,1,6.0,6.0,It's fine for background watching.,neutral,0.594
239,6390,107,5,2024-08-09,Mobile,1,4.0,5.0,Absolutely loved this movie. Great acting and storyline.,positive,0.63
240,229,927,3,2024-08-22,Smart TV,1,5.0,9.0,It was okay. Nothing special.,neutral,0.49
241,4115,32,2,2024-01-30,Mobile,1,,,Slow paced and boring.,negative,0.091
242,1510,368,4,2024-09-19,Tablet,1,3.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,
243,5817,584,4,2025-12-03,Mobile,1,4.0,4.0,This movie exceeded my expectations.,positive,0.813
244,8910,337,1,2024-03-13,Tablet,0,1.0,3.0,Slow paced and boring.,negative,0.263
245,6537,568,3,2024-06-11,Smart TV,0,1.0,5.0,It's fine for background watching.,neutral,0.579
246,8996,869,3,2025-01-23,Laptop,1,,,It was okay. Nothing special.,neutral,0.52
247,5939,102,4,2024-03-22,Laptop,1,3.0,9.0,Fantastic cinematography and plot twists.,positive,0.935
248,3291,272,5,2024-04-09,Smart TV,1,4.0,7.0,Fantastic cinematography and plot twists.,positive,0.711
249,8262,889,4,2024-08-05,Smart TV,0,2.0,2.0,Outstanding direction and screenplay.,positive,0.954
250,8795,631,1,2024-07-02,Laptop,1,1.0,8.0,Disappointing. Expected much more.,negative,0.138
251,603,380,3,2025-04-01,Tablet,1,1.0,6.0,Has its moments but overall average.,neutral,0.446
252,2460,138,1,2024-09-22,Laptop,1,3.0,7.0,Disappointing. Expected much more.,negative,
253,7941,617,3,2025-09-02,Mobile,0,7.0,7.0,It's fine for background watching.,neutral,0.485
254,2339,523,5,2024-12-24,Laptop,1,1.0,10.0,Brilliant performance by the cast. Must watch!,positive,0.655
255,2497,60,5,2025-05-21,Smart TV,1,3.0,7.0,Brilliant performance by the cast. Must watch!,positive,0.776
256,6773,351,3,2025-01-17,Tablet,1,3.0,4.0,Mixed feelings about this one.,neutral,0.484
257,5971,813,3,2024-06-01,Mobile,0,,,Watchable but predictable.,neutral,0.573
258,917,586,4,2025-02-12,Mobile,1,2.0,4.0,This series is a masterpiece!,positive,0.603
259,1242,514,4,2024-07-19,Laptop,1,,,Outstanding direction and screenplay.,positive,0.948
260,6637,926,4,2024-10-13,Mobile,1,5.0,6.0,Perfect blend of drama and action.,positive,0.822
261,9340,454,3,2024-04-19,Tablet,1,,,Okay for a one-time watch.,neutral,0.484
262,4715,917,4,2024-03-11,Smart TV,1,2.0,4.0,Amazing show! Couldn't stop watching.,positive,0.786
263,6583,786,2,2024-02-22,Laptop,1,,,Not my cup of tea. Too violent.,negative,0.0
264,4756,671,1,2024-10-02,Tablet,1,3.0,6.0,Poor acting and weak plot.,negative,
265,5473,228,3,2024-04-23,Laptop,1,5.0,5.0,Could have been better.,neutral,0.416
266,2523,408,3,2024-06-01,Mobile,1,,,Okay for a one-time watch.,neutral,0.565
267,7220,884,4,2025-06-18,Smart TV,1,7.0,7.0,One of the best series I've ever watched. Highly recommend!,positive,0.753
268,2517,178,1,2025-10-13,Laptop,1,2.0,8.0,Not my cup of tea. Too violent.,negative,0.106
269,3545,338,4,2025-10-28,Tablet,1,,,Perfect blend of drama and action.,positive,0.733
270,4233,49,4,2025-02-26,Laptop,1,6.0,6.0,This series is a masterpiece!,positive,
271,1817,893,2,2024-02-24,Smart TV,0,2.0,7.0,Slow paced and boring.,negative,0.005
