age,gender,country,subscription_type,primary_device,monthly_fee,account_age_months,devices_used,completion_rate,cost_per_hour,churned
49.0,Male,Canada,Premium,Gaming Console,0.67,34,5,0.7426875,0.04929491109748621,0
22.0,Female,USA,Standard,Desktop,0.67,35,5,0.9035274725274725,0.03211375619108484,1
49.0,Male,Canada,Premium,Gaming Console,0.67,34,5,0.7426875,0.04929491109748621,0
13.0,Male,USA,Standard,Smart TV,0.68,25,4,0.5142857142857142,0.08036241875123104,0
30.0,Male,USA,Basic,Gaming Console,0.69,26,5,0.7609696969696969,0.11619421835531854,0
42.0,Male,Canada,Premium,Mobile,0.72,18,5,0.7928571428571429,0.27050720100187853,1
42.0,Male,Canada,Premium+,Smart TV,0.72,27,5,1.2172,0.11560074926411558,0
35.0,Prefer not to say,USA,Premium,Smart TV,0.74,16,4,0.7464666666666666,0.15411315515446025,0
58.0,Male,Canada,Standard,Desktop,0.74,33,5,0.7647000000000002,0.06837080381890977,1
41.0,Other,USA,Premium+,Smart TV,0.75,35,5,0.38049999999999995,0.13066202090592335,0
19.0,Female,USA,Standard,Desktop,0.76,16,5,0.5144,0.1888198757763975,1
34.0,Other,USA,Standard,Gaming Console,0.76,35,5,0.7909722222222222,0.0867414875404223,0
35.03946643148495,Male,Canada,Premium,Smart TV,0.77,18,5,0.7088181818181818,0.0630802839978154,0
24.0,Male,Canada,Premium,Smart TV,0.77,20,5,0.9769999999999999,0.12833333333333333,0
37.0,Male,USA,Premium,Laptop,0.78,19,5,0.523986111111111,0.0849210669569951,0
29.0,Male,USA,Basic,Smart TV,0.8,14,5,0.5522461538461538,0.07471980074719801,0
27.0,Other,Canada,Premium+,Smart TV,0.81,6,4,0.5592,0.08073089700996679,1
22.0,Female,Canada,Basic,Desktop,0.81,7,5,0.7488888888888888,0.11679884643114635,1
22.0,Female,Canada,Basic,Desktop,0.81,7,5,0.7488888888888888,0.11679884643114635,1
58.0,Female,USA,Premium,Gaming Console,0.82,9,5,0.8840989010989011,0.08253648716658278,0
50.0,Male,USA,Premium,Gaming Console,0.83,21,5,0.7334545454545455,0.09217101610216545,1
28.0,Female,USA,Standard,Laptop,0.83,24,5,0.8625714285714285,0.09092568924593755,0
43.0,Male,USA,Basic,Gaming Console,0.86,1,5,0.6244571428571428,0.0979684830074046,0
19.0,Male,USA,Standard,Laptop,0.87,18,5,0.8464945054945054,0.05844155844155844,0
27.0,Male,USA,Premium,Mobile,0.88,13,5,0.5454848484848485,0.04821037253469686,0
36.0,Male,USA,Standard,Gaming Console,0.89,23,5,0.9893333333333333,0.21411387329591017,0
9.0,Male,USA,Standard,Laptop,0.9,13,5,0.9612083333333332,0.1066772026866851,0
35.03946643148495,Other,USA,Premium,Laptop,0.91,18,5,0.680121212121212,0.1301859799713877,0
35.0,Female,Canada,Premium,Desktop,0.92,3,5,0.7064999999999999,0.06473554591298229,0
15.0,Female,USA,Standard,Smart TV,0.94,11,4,0.514,0.12879652888787393,0
47.0,Male,USA,Standard,Desktop,0.94,8,5,0.7857692307692308,0.06514958992722651,0
49.0,Female,USA,Premium,Laptop,0.94,23,4,0.5785,0.11648079306071871,0
31.0,Female,USA,Premium,Desktop,0.95,16,5,1.163,0.12385919165580181,1
18.0,Male,USA,Basic,Laptop,0.96,24,4,0.6126825396825397,0.11522304460892177,0
35.03946643148495,Male,USA,Premium+,Laptop,0.98,13,5,0.8715555555555555,0.07125545322346097,0
39.0,Male,USA,Basic,Tablet,0.98,36,5,0.5295,0.05719844357976655,0
44.0,Male,Canada,Standard,Desktop,0.99,30,5,0.6562857142857144,0.2091549295774648,0
35.03946643148495,Female,USA,Standard,Mobile,1.0,23,5,0.7548333333333332,0.12185215272136474,0
33.0,Female,USA,Standard,Mobile,1.0,7,5,0.8006923076923076,0.10978956999085088,1
32.0,Male,Canada,Premium+,Laptop,1.01,23,5,0.6426999999999999,0.0624871107444834,1
42.0,Male,USA,Standard,Mobile,1.04,15,5,0.6158666666666667,0.10878661087866108,1
36.0,Male,USA,Premium,Gaming Console,1.05,23,5,0.8054047619047618,0.055737414845616215,0
40.0,Female,USA,Standard,Tablet,1.05,14,4,0.7221111111111111,0.0826663167563312,0
30.0,Male,Canada,Premium,Smart TV,1.06,1,4,0.7886363636363636,0.16257668711656442,0
18.0,Male,USA,Premium,Mobile,1.08,6,5,0.7988,0.21238938053097348,0
31.0,Female,USA,Premium,Smart TV,1.11,22,4,0.4794285714285714,0.09725467289719626,0
14.0,Male,Canada,Premium+,Laptop,1.12,1,5,1.1205384615384615,0.09828872312417727,0
38.0,Female,USA,Standard,Tablet,1.12,17,5,0.9237124183006535,0.06204413258240237,0
37.0,Male,USA,Premium,Desktop,1.12,36,5,0.52875,0.11818501582835035,1
18.0,Female,USA,Standard,Gaming Console,1.13,18,5,0.7665952380952381,0.0919571409195714,0
35.03946643148495,Male,USA,Premium,Smart TV,1.14,3,5,0.766909090909091,0.21550094517958407,0
35.0,Female,USA,Premium,Smart TV,1.15,4,5,0.34950000000000003,0.37766830870279144,1
35.0,Male,USA,Standard,Laptop,1.16,6,5,1.0614444444444444,0.31536021748980514,1
40.0,Female,USA,Basic,Smart TV,1.17,27,5,0.9435694444444445,0.12374405076679003,0
25.0,Male,USA,Premium,Desktop,1.17,30,5,0.7721153846153845,0.07991803278688525,0
39.0,Prefer not to say,USA,Standard,Gaming Console,1.17,27,5,0.8444545454545455,0.14014773407865838,0
26.0,Male,Canada,Basic,Desktop,1.19,35,5,0.9884285714285714,0.15531868609963018,1
42.0,Female,USA,Premium,Desktop,1.2,14,5,0.9712857142857142,0.24144869215291748,0
39.0,Male,USA,Basic,Gaming Console,1.2,7,5,0.6390972222222222,0.10160880609652836,1
19.0,Female,USA,Standard,Laptop,1.2,26,5,0.5334444444444444,0.13904982618771725,0
39.0,Male,USA,Premium+,Mobile,1.22,24,4,0.6382,0.3961038961038961,0
13.0,Male,USA,Premium+,Desktop,1.22,30,4,0.24666666666666667,0.3607688516510596,0
14.0,Female,USA,Premium,Smart TV,1.22,15,5,0.6619999999999999,0.2238532110091743,0
28.0,Female,Canada,Standard,Tablet,1.23,29,4,0.8862142857142857,0.28516228748068007,0
30.0,Male,USA,Basic,Mobile,1.24,31,3,0.5602857142857143,0.19140725495240543,0
18.0,Female,Canada,Basic,Tablet,1.24,18,5,0.6845959595959596,0.10991283793765697,0
26.0,Male,Canada,Premium,Gaming Console,1.25,7,5,0.949125,0.14223402237815283,1
35.03946643148495,Female,USA,Standard,Tablet,1.25,8,5,1.0282499999999999,0.22658610271903323,0
56.0,Female,USA,Basic,Tablet,1.26,2,5,0.9339999999999999,0.40106100795755967,0
29.0,Female,Canada,Premium,Mobile,1.26,23,5,0.8736272727272727,0.15815899581589957,0
38.0,Female,USA,Standard,Laptop,1.27,34,5,0.8125604395604396,0.09283625730994151,0
35.03946643148495,Male,USA,Basic,Desktop,1.28,11,5,1.305404761904762,0.21874109940187977,0
22.0,Female,USA,Basic,Laptop,1.31,3,5,0.7110303030303029,0.12411179535765039,0
31.0,Female,USA,Premium,Desktop,1.31,33,5,0.695125,0.26491405460060663,0
30.0,Female,Canada,Standard,Smart TV,1.31,20,4,0.6904,0.25511197663096397,0
38.0,Male,USA,Standard,Tablet,1.31,2,5,0.893888888888889,0.16392075078206467,0
42.0,Male,USA,Premium,Gaming Console,1.32,8,5,0.8300000000000001,0.15636722606120435,0
18.0,Male,USA,Standard,Desktop,1.32,32,4,0.8004444444444444,0.16404308202154103,0
56.0,Male,Canada,Standard,Gaming Console,1.32,32,4,0.5578333333333333,0.27300930713547056,0
44.0,Male,Canada,Basic,Mobile,1.32,14,5,0.43386666666666673,0.2802547770700637,0
42.0,Male,Canada,Standard,Gaming Console,1.34,29,5,0.5535824175824176,0.15548249854960355,0
59.0,Female,USA,Basic,Laptop,1.34,3,5,0.599,0.1968176254589963,0
34.0,Other,USA,Premium+,Gaming Console,1.35,31,4,0.381125,0.20636942675159237,1
32.0,Female,Canada,Standard,Desktop,1.35,26,5,0.8572857142857143,0.19036427732079905,0
43.0,Female,USA,Basic,Smart TV,1.36,27,5,0.7418888888888888,0.1608515671200473,1
29.0,Female,USA,Standard,Mobile,1.36,35,5,0.6901999999999999,0.12339331619537273,0
33.0,Female,Canada,Premium,Laptop,1.36,25,3,1.2185,0.34767788666382615,1
11.0,Female,Canada,Premium+,Gaming Console,1.36,5,5,0.5970333333333333,0.05545738752208782,0
44.0,Female,Canada,Premium,Laptop,1.36,12,5,0.6446904761904761,0.3693979176097782,0
33.0,Female,Canada,Premium,Laptop,1.36,25,3,1.2185,0.34767788666382615,1
35.03946643148495,Female,Canada,Basic,Desktop,1.37,22,5,0.6265833333333334,0.1462373243195161,0
35.03946643148495,Female,Canada,Premium,Smart TV,1.37,25,4,0.6661111111111111,0.10494063577173497,0
3.0,Male,USA,Premium,Tablet,1.4,9,5,0.6170606060606061,0.12507444907683143,0
49.0,Male,USA,Premium+,Smart TV,1.4,2,5,1.0766363636363636,0.15426997245179064,0
20.0,Male,USA,Premium,Smart TV,1.41,32,5,0.763951048951049,0.11860367306883499,0
46.0,Female,USA,Standard,Smart TV,1.42,29,5,0.683909090909091,0.08888888888888889,0
46.0,Female,USA,Premium,Desktop,1.42,24,5,0.503125,0.19013613032805177,0
53.0,Male,Canada,Basic,Laptop,1.44,18,5,0.7805272727272727,0.16561242093156986,0
43.0,Male,USA,Basic,Mobile,1.44,17,5,0.643875,0.24344885883347417,1
43.0,Female,USA,Standard,Mobile,1.44,19,5,0.6231515151515151,0.09794807844915543,0
36.0,Female,USA,Premium,Smart TV,1.45,4,5,0.7483333333333333,0.13043478260869565,0
43.0,Female,Canada,Basic,Laptop,1.46,3,5,0.6846041666666667,0.09771332961517011,1
35.03946643148495,Female,Canada,Basic,Tablet,1.46,15,4,0.6831111111111111,0.1130030959752322,0
39.0,Male,USA,Premium,Tablet,1.47,10,5,0.6049166666666667,0.09242376611128575,0
28.0,Male,Canada,Basic,Desktop,1.48,21,5,0.7696923076923077,0.06584606258341984,0
55.0,Other,USA,Premium,Laptop,1.48,36,5,0.7408888888888889,0.19486504279131006,0
39.0,Male,USA,Premium,Tablet,1.48,16,5,1.0716999999999999,0.23692636072572038,0
48.0,Other,Canada,Standard,Tablet,1.48,7,5,0.518125,0.11767824012721972,0
32.0,Female,USA,Premium,Gaming Console,1.49,8,5,0.8900692307692306,0.11323622545915137,0
53.0,Male,Canada,Standard,Laptop,1.49,22,5,1.1184285714285713,0.17755710029791458,0
54.0,Female,USA,Premium,Gaming Console,1.49,19,5,0.6744166666666667,0.23763955342902712,0
39.0,Male,USA,Premium,Smart TV,1.49,6,5,0.7071190476190475,0.08793154322809088,0
51.0,Female,USA,Premium,Desktop,1.5,2,5,0.8086923076923076,0.1309662398137369,0
41.0,Female,USA,Standard,Desktop,1.5,14,5,0.6452,0.17653981953707337,0
35.03946643148495,Female,Canada,Premium,Tablet,1.51,33,5,0.8681666666666665,0.2463965189012782,0
50.0,Male,Canada,Standard,Tablet,1.51,20,5,0.7366666666666666,0.11069028711056811,0
47.0,Other,USA,Premium+,Gaming Console,1.53,26,5,0.5035714285714286,0.36515513126491644,0
35.03946643148495,Prefer not to say,USA,Standard,Mobile,1.53,18,5,0.8689090909090909,0.08995590396864281,0
33.0,Other,USA,Standard,Laptop,1.54,14,5,0.7867999999999999,0.1253221212532212,0
55.0,Female,USA,Premium,Mobile,1.54,8,5,0.850875,0.3502653525398029,0
35.03946643148495,Female,USA,Premium,Desktop,1.55,23,5,0.7065128205128205,0.07824331145885917,1
22.0,Male,USA,Premium,Tablet,1.57,13,5,1.0899444444444444,0.15409782430885,0
22.0,Male,USA,Premium,Desktop,1.59,21,5,0.564120879120879,0.12547678547941601,1
33.0,Female,USA,Standard,Tablet,1.59,35,4,0.7348333333333334,0.19670103092783506,1
28.0,Female,USA,Premium+,Desktop,1.59,28,5,0.6290833333333333,0.05725259557102563,1
26.0,Female,USA,Basic,Mobile,1.62,2,5,1.128969696969697,0.08022449653350942,0
60.0,Female,USA,Basic,Smart TV,1.62,12,5,0.7012,0.1777940369489665,0
30.0,Female,Canada,Standard,Tablet,1.62,2,4,0.7472857142857143,0.1602373887240356,0
50.0,Male,Canada,Premium,Tablet,1.63,8,5,0.7937176470588235,0.09892777665385392,0
52.0,Male,Canada,Premium+,Gaming Console,1.63,8,5,0.8104615384615385,0.10261252754170601,0
41.0,Male,Canada,Standard,Laptop,1.65,4,5,0.8724285714285713,0.12843798650752464,1
25.0,Male,USA,Premium,Desktop,1.66,25,5,0.4459696969696969,0.1425912670007158,0
22.0,Male,Canada,Standard,Mobile,1.67,9,5,0.7279848484848486,0.20866305705955848,0
33.0,Female,USA,Basic,Gaming Console,1.67,5,5,0.5938181818181818,0.17665726375176302,0
35.0,Female,Canada,Premium,Smart TV,1.68,16,5,0.5675757575757576,0.19534883720930232,0
44.0,Male,USA,Premium,Gaming Console,1.68,4,5,0.6864285714285715,0.4144736842105264,0
27.0,Male,USA,Premium,Mobile,1.69,29,5,0.5922380952380952,0.16213623281100095,0
32.0,Male,Canada,Premium,Gaming Console,1.69,32,5,0.80975,0.24569905500363456,0
32.0,Male,USA,Standard,Laptop,1.7,25,5,0.8059090909090909,0.13410465422035234,0
28.0,Male,USA,Premium,Tablet,1.7,31,5,0.5755897435897436,0.10857994464551841,0
40.0,Male,USA,Standard,Mobile,1.71,30,5,0.795918181818182,0.2688679245283019,0
20.0,Prefer not to say,Canada,Premium,Gaming Console,1.71,30,5,0.594,0.5585193249863909,0
17.0,Female,Canada,Basic,Tablet,1.71,2,5,0.6952,0.17048853439680955,0
35.03946643148495,Male,USA,Premium,Laptop,1.72,1,4,0.5675714285714286,0.3251417769376181,1
27.0,Female,USA,Basic,Gaming Console,1.72,30,5,0.8401031746031746,0.09365641165260007,1
35.03946643148495,Male,USA,Premium+,Laptop,1.72,24,4,0.29210714285714284,0.34983050847457625,0
18.0,Male,Canada,Premium,Smart TV,1.73,1,5,0.9611904761904762,0.1634130982367758,0
61.0,Male,USA,Basic,Mobile,1.74,14,5,0.6859285714285714,0.13780359028511088,0
22.0,Female,USA,Premium+,Gaming Console,1.74,10,4,0.758,0.31164179104477613,0
30.0,Female,Canada,Premium,Desktop,1.75,12,5,0.7972181818181818,0.12694958287994196,0
27.0,Male,USA,Standard,Gaming Console,1.76,36,5,0.488875,0.22110552763819097,0
24.0,Male,Canada,Basic,Gaming Console,1.76,29,5,0.4118888888888889,0.24569567240577014,0
31.0,Male,USA,Premium+,Desktop,1.76,31,5,0.7989999999999999,0.18235192540148507,0
19.0,Female,USA,Premium,Tablet,1.76,13,5,0.8431666666666666,0.6041189931350115,0
30.0,Female,USA,Premium+,Smart TV,1.77,10,5,0.6821428571428572,0.14247383954923531,0
28.0,Female,USA,Standard,Smart TV,1.78,21,5,0.6973636363636364,0.13685289595079445,0
35.03946643148495,Female,USA,Standard,Mobile,1.78,27,5,0.6969861111111111,0.08857190247138828,0
55.0,Female,USA,Standard,Mobile,1.79,24,5,1.0938333333333334,0.13169834457388105,1
38.0,Female,Canada,Premium+,Smart TV,1.79,34,5,0.8251111111111111,0.27128062642081335,0
44.0,Male,USA,Standard,Desktop,1.8,8,5,0.5858749999999999,0.11396011396011396,0
31.0,Male,USA,Premium,Mobile,1.8,32,5,0.8415681818181817,0.15358361774744028,0
50.0,Male,USA,Standard,Desktop,1.82,12,5,0.86175,0.21701112877583467,0
19.0,Female,USA,Premium+,Mobile,1.82,12,5,0.7965714285714285,0.2389496717724289,0
36.0,Female,USA,Premium,Laptop,1.82,24,5,1.1276363636363635,0.1379833206974981,1
35.03946643148495,Male,Canada,Standard,Desktop,1.83,27,5,0.7052539682539682,0.09481865284974093,0
31.0,Female,USA,Standard,Gaming Console,1.84,8,5,0.601125,0.2689403166869671,0
35.0,Male,Canada,Standard,Smart TV,1.84,36,5,0.61875,0.2667310944672626,0
27.0,Male,USA,Premium+,Mobile,1.85,34,5,0.9147272727272727,0.21734873702760918,0
52.0,Female,USA,Premium+,Laptop,1.87,9,5,0.8517820512820513,0.24828501880947113,0
30.0,Male,Canada,Standard,Mobile,1.87,5,5,0.8046,0.27973074046372476,0
49.0,Female,Canada,Basic,Tablet,1.87,19,5,0.7295714285714285,0.21769499417927823,1
43.0,Female,Canada,Premium,Mobile,1.88,19,5,0.8332857142857144,0.10093959731543624,1
37.0,Female,USA,Basic,Tablet,1.88,16,5,1.1026545454545453,0.19321685508735867,0
45.0,Other,USA,Premium,Mobile,1.89,3,5,0.8461587301587301,0.24329543016520058,0
17.0,Male,USA,Standard,Gaming Console,1.9,34,4,0.7025,0.20415472779369623,0
35.03946643148495,Female,Canada,Basic,Desktop,1.9,15,5,0.5964965034965035,0.19533927347498287,0
48.0,Female,USA,Basic,Laptop,1.91,10,5,0.5750333333333334,0.14974519796158367,0
33.0,Prefer not to say,Canada,Basic,Smart TV,1.91,22,5,0.8882142857142857,0.17920250195465207,0
62.0,Male,Canada,Premium,Smart TV,1.91,10,5,0.667125,0.3580131208997188,1
33.0,Prefer not to say,Canada,Basic,Smart TV,1.91,22,5,0.8882142857142857,0.17920250195465207,0
42.0,Female,Canada,Premium,Mobile,1.92,34,5,0.7207272727272727,0.06874738915080264,1
27.0,Male,USA,Premium+,Tablet,1.92,36,5,0.7576666666666667,0.44530344027831453,0
13.0,Male,USA,Basic,Smart TV,1.92,26,5,0.6588455882352942,0.2029240796195173,0
37.0,Male,Canada,Standard,Tablet,1.93,33,4,0.671,0.2719586660403945,0
54.0,Male,USA,Premium,Smart TV,1.93,25,5,0.8043333333333333,0.23109159848333666,0
27.0,Other,USA,Standard,Laptop,1.94,7,5,0.7430000000000001,0.13438005079658277,0
51.0,Prefer not to say,Canada,Basic,Smart TV,1.94,13,5,0.6247142857142858,0.35294117647058815,0
35.03946643148495,Female,USA,Standard,Mobile,1.94,9,5,0.8257777777777777,0.21408865183005332,0
44.0,Male,USA,Premium,Mobile,1.95,4,5,0.8370980392156862,0.11816988183011816,0
40.0,Male,USA,Basic,Mobile,1.96,21,5,0.6062500000000001,0.25427027027027027,0
32.0,Male,USA,Basic,Tablet,1.97,10,5,0.6625714285714286,0.27475592747559274,0
55.0,Male,USA,Standard,Gaming Console,1.98,36,5,0.7264285714285714,0.3978566644340254,0
10.0,Other,USA,Premium,Tablet,1.98,27,5,0.518,0.18473021303063286,0
29.0,Female,USA,Premium,Tablet,1.99,31,5,0.882,0.35273264401772525,0
30.0,Female,USA,Standard,Tablet,1.99,3,3,0.57925,0.77734375,0
12.0,Male,USA,Premium+,Desktop,1.99,20,4,0.8038888888888889,0.2598476605005441,0
33.0,Female,USA,Premium+,Laptop,1.99,32,5,0.7042820512820512,0.22255358807082945,0
26.0,Female,USA,Premium,Desktop,2.0,5,4,0.8241142857142857,0.345821325648415,0
18.0,Female,USA,Premium+,Smart TV,2.0,8,5,0.972,0.44166359955833634,0
19.0,Other,USA,Premium,Laptop,2.0,22,5,0.81,0.4652966265994571,0
26.0,Female,USA,Premium,Desktop,2.0,5,4,0.8241142857142857,0.345821325648415,0
47.0,Male,USA,Premium+,Smart TV,2.01,5,5,0.861,0.3006731488406881,1
25.0,Female,USA,Standard,Desktop,2.01,7,4,0.7390666666666665,0.18962264150943395,0
43.0,Male,Canada,Standard,Desktop,2.01,27,5,0.608030303030303,0.17805994389487673,0
21.0,Female,USA,Standard,Laptop,2.01,15,4,0.6889722222222222,0.23138910207214117,0
35.0,Prefer not to say,USA,Basic,Tablet,2.01,2,4,1.0207272727272727,0.14538878842676312,0
33.0,Prefer not to say,Canada,Standard,Gaming Console,2.02,15,4,0.7806904761904763,0.37143732761262643,1
35.03946643148495,Male,USA,Standard,Desktop,2.03,31,5,0.8392727272727273,0.1529766390354182,0
28.0,Male,USA,Premium+,Gaming Console,2.03,34,5,0.9941538461538462,0.07576982892690512,0
95.0,Female,USA,Basic,Smart TV,2.03,19,4,0.8583333333333334,0.3058764439979909,0
49.0,Male,Canada,Premium,Tablet,2.03,10,5,0.5678333333333334,0.3254074271974352,0
30.0,Male,USA,Standard,Laptop,2.04,22,5,0.52425,0.43512264486313545,0
42.0,Female,USA,Standard,Desktop,2.04,7,5,0.8107380952380951,0.07801644464274332,0
14.0,Prefer not to say,USA,Premium,Smart TV,2.05,2,5,0.7767142857142857,0.09235620964108725,1
20.0,Male,USA,Standard,Laptop,2.06,17,5,0.868698717948718,0.14875436273919848,0
56.0,Female,Canada,Premium+,Desktop,2.06,30,4,0.736,2.153310104529617,0
24.0,Male,USA,Basic,Smart TV,2.06,24,5,0.36542424242424243,0.1842026825633383,0
61.0,Male,USA,Premium,Tablet,2.07,36,4,0.851,0.18517966303861633,0
31.0,Female,USA,Basic,Tablet,2.07,15,4,0.5661111111111111,0.3380511703864997,0
24.0,Female,Canada,Premium,Smart TV,2.08,9,4,0.9924999999999999,0.19942473633748803,1
18.0,Male,USA,Standard,Smart TV,2.1,31,5,1.2572,1.6600790513833994,0
20.0,Female,Canada,Premium,Mobile,2.1,23,5,0.8198697478991597,0.14750643877312103,0
37.0,Male,USA,Standard,Desktop,2.1,1,4,0.8015,0.30266634638481865,0
35.03946643148495,Male,USA,Standard,Tablet,2.11,31,5,0.7055476190476191,0.09454817027632563,1
44.0,Male,USA,Premium+,Tablet,2.11,11,5,0.6057777777777777,0.2851351351351351,0
29.0,Male,USA,Standard,Gaming Console,2.12,13,5,0.8428585858585859,0.27652173913043476,0
38.0,Female,Canada,Premium,Tablet,2.13,22,5,0.679875,0.28268082282680823,0
16.0,Male,Canada,Standard,Laptop,2.14,27,5,0.6012500000000001,2.6097560975609757,1
36.0,Male,USA,Premium,Laptop,2.14,36,4,0.6913333333333334,0.2743003631702628,1
21.0,Female,Canada,Basic,Laptop,2.14,14,4,0.3735,0.47101980924431397,0
31.0,Female,USA,Premium,Smart TV,2.15,10,5,0.8187062937062937,0.16731517509727625,0
33.0,Male,Canada,Standard,Gaming Console,2.16,18,5,1.2795714285714284,0.37209302325581395,0
39.0,Female,USA,Premium,Desktop,2.16,10,4,0.8091794871794872,0.257040856802856,0
21.0,Female,USA,Standard,Laptop,2.16,1,5,0.4751111111111111,0.3917775090689238,0
40.0,Female,USA,Basic,Tablet,2.16,6,5,0.4994722222222222,0.22476586888657646,0
33.0,Female,USA,Basic,Laptop,2.17,24,5,0.9886363636363635,0.14350270031962967,0
36.0,Female,USA,Premium,Tablet,2.18,8,4,0.6262307692307693,0.16916709777547853,0
39.0,Male,USA,Standard,Tablet,2.18,21,5,0.8180000000000001,0.17333686721441827,0
27.0,Female,Canada,Standard,Smart TV,2.19,34,5,0.8611428571428571,0.27993182786536,0
32.0,Male,USA,Standard,Smart TV,2.19,29,5,0.6113090909090909,0.1893917555491496,0
45.0,Male,Canada,Standard,Mobile,2.19,28,5,0.6329358974358974,0.14203869851907902,0
28.0,Male,Canada,Premium,Laptop,2.2,12,4,0.6744444444444444,0.2646351242983159,0
26.0,Female,USA,Basic,Gaming Console,2.2,11,4,0.9470666666666665,0.49943246311010214,0
35.0,Other,USA,Premium+,Tablet,2.2,30,5,0.9775694444444444,0.39204039204039204,0
35.03946643148495,Male,USA,Premium,Mobile,2.2,36,4,0.742,0.3486529318541997,0
35.03946643148495,Male,Canada,Premium,Tablet,2.2,28,5,0.7607181818181818,0.291583830351226,1
28.0,Male,Canada,Premium,Laptop,2.2,12,4,0.6744444444444444,0.2646351242983159,0
48.0,Prefer not to say,Canada,Basic,Smart TV,2.21,28,5,0.7459285714285715,0.26831242411978956,0
37.0,Female,Canada,Basic,Laptop,2.22,32,5,0.4546428571428571,0.16497399058706963,0
35.0,Male,USA,Basic,Laptop,2.22,8,4,0.7455694444444445,0.2023701002734731,0
41.0,Male,Canada,Basic,Mobile,2.22,30,5,0.7847142857142857,0.12206744868035191,0
33.0,Male,Canada,Premium,Gaming Console,2.22,24,4,0.9914363636363636,0.20457686991245586,0
39.0,Female,USA,Premium,Gaming Console,2.22,20,5,0.6916470588235294,0.11706802601511691,0
47.0,Female,USA,Premium,Laptop,2.23,33,5,0.6078,0.1390418788319651,0
44.0,Female,USA,Standard,Mobile,2.24,30,5,0.5651,0.21924959216965745,0
37.0,Male,USA,Basic,Gaming Console,2.25,9,5,0.8557142857142856,0.9513742071881606,0
52.0,Other,USA,Basic,Desktop,2.25,28,4,0.7326825396825396,0.2651217596229379,0
35.03946643148495,Male,USA,Premium,Gaming Console,2.25,36,5,0.8943333333333334,0.9164969450101834,0
22.0,Female,Canada,Standard,Gaming Console,2.26,26,5,0.5989682539682539,0.14724725811705938,0
27.0,Male,Canada,Standard,Tablet,2.26,20,5,0.750525641025641,0.29180116204002576,0
